model,backend,precision,tag,batch,graph_opt_level,intra_op_threads,rep,flops_approx_g,mean_lat_ms,p95_lat_ms,throughput_qps,mean_power_w,idle_power_w,energy_j_per_inf,energy_net_j_per_inf,edp,static_share_pct,samples,run_wall_s,gpu_index,gpu_name,driver_version,sm_clock_mhz,max_sm_clock_mhz,power_limit_w,temp_gpu_c,util_gpu_pct
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,3,0.44,1.4042,1.5345,711.88,93.7972,59.3167,0.131708,0.048417,0.000184941,63.2,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,43
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,4,0.44,1.4058,1.5362,711.02,93.6356,59.3167,0.131637,0.048247,0.000185062,63.3,73,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,42
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,5,0.44,1.4125,1.5437,707.67,93.599,59.3167,0.132212,0.048425,0.000186755,63.4,79,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,36,0
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,6,0.44,1.404,1.5271,711.96,94.1114,59.3167,0.132132,0.048852,0.000185514,63.0,78,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,43
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,7,0.44,1.4207,1.5434,703.63,94.1386,59.3167,0.133738,0.04947,0.000189995,63.0,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,42
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b1,1,0,0,8,0.44,1.4027,1.5291,712.65,94.4492,59.3167,0.13248,0.049279,0.000185824,62.8,79,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,37,0
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,1,0.44,2.1743,2.2953,459.8,212.7167,57.1083,0.462517,0.338344,0.001005664,26.8,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,44,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,2,0.44,2.1775,2.2985,459.13,215.1704,57.1083,0.468527,0.344176,0.001020205,26.5,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,47,56
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,3,0.44,2.1794,2.3019,458.72,218.3017,57.1083,0.475775,0.351311,0.001036922,26.2,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,53,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,4,0.44,2.1801,2.3023,458.57,218.5626,57.1083,0.476498,0.351993,0.001038832,26.1,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,54,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,5,0.44,2.179,2.3002,458.82,219.6428,57.1083,0.478599,0.354161,0.001042861,26.0,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,48,0
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,6,0.44,2.1799,2.3048,458.62,218.9841,57.1083,0.477365,0.352874,0.00104061,26.1,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,7,0.44,2.179,2.302,458.8,217.2371,57.1083,0.47337,0.348928,0.001031494,26.3,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt0-b16,16,0,0,8,0.44,2.1774,2.2977,459.16,219.3766,57.1083,0.477664,0.353318,0.001040052,26.0,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,1,0.44,1.3567,1.4825,736.82,95.794,58.8667,0.129964,0.0501,0.000176323,61.5,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,41,44
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,2,0.44,1.3508,1.4812,740.02,96.1156,58.8667,0.129832,0.050316,0.000175377,61.2,77,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,40,45
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,3,0.44,1.3527,1.4784,738.99,94.8615,58.8667,0.128318,0.04869,0.000173575,62.1,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,39,45
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,4,0.44,1.4054,1.4995,711.29,94.4787,58.8667,0.132778,0.050048,0.000186602,62.3,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,44
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,5,0.44,1.4094,1.4971,709.25,94.0827,58.8667,0.132602,0.049634,0.000186893,62.6,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,38,45
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,6,0.44,1.4139,1.511,706.98,93.6311,58.8667,0.132389,0.049155,0.00018719,62.9,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2730,3105,450.00,38,42
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,7,0.44,1.3636,1.4865,733.05,94.6025,58.8667,0.129005,0.048731,0.000175917,62.2,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2730,3105,450.00,38,44
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b1,1,1,0,8,0.44,1.3534,1.4832,738.6,94.3952,58.8667,0.127755,0.048085,0.000172905,62.4,79,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2730,3105,450.00,38,44
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,1,0.44,2.1691,2.2914,460.91,212.4562,56.1967,0.460836,0.33894,0.000999592,26.5,76,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,51,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,2,0.44,2.1694,2.2921,460.83,216.7882,56.1967,0.470306,0.348391,0.001020293,25.9,73,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,49,85
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,3,0.44,2.1718,2.2918,460.34,217.0603,56.1967,0.471404,0.349358,0.001023777,25.9,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,49,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,4,0.44,2.1718,2.2921,460.34,217.5688,56.1967,0.472511,0.350465,0.00102619,25.8,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,95
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,5,0.44,2.1719,2.2913,460.31,218.1938,56.1967,0.473892,0.351839,0.00102924,25.8,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,6,0.44,2.1717,2.2927,460.36,218.5828,56.1967,0.474694,0.352652,0.001030887,25.7,74,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,7,0.44,2.1706,2.2913,460.59,218.7691,56.1967,0.474863,0.352882,0.001030745,25.7,75,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,94
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt1-b16,16,1,0,8,0.44,2.1729,2.2959,460.1,219.2952,56.1967,0.476506,0.354397,0.001035401,25.6,69,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2700,3105,450.00,55,65
mobilenetv3_large,ort-cuda,fp32,mobilenetv3_large-ort-fp32-opt2-b1,1,2,0,1,0.44,1.3939,1.5026,717.15,94.8859,58.505,0.132264,0.050712,0.000184365,61.7,71,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,2715,3105,450.00,40,19
