model,backend,precision,tag,batch,graph_opt_level,intra_op_threads,rep,flops_approx_g,mean_lat_ms,p95_lat_ms,throughput_qps,mean_power_w,idle_power_w,energy_j_per_inf,energy_net_j_per_inf,edp,static_share_pct,samples,run_wall_s,gpu_index,gpu_name,driver_version,sm_clock_mhz,max_sm_clock_mhz,power_limit_w,temp_gpu_c,util_gpu_pct
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b1,1,1,0,7,0.31,869.1702,1057.4765,1.15,19.8839,19.8143,17.282534,0.060548,15.0214639,99.6,38,20.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b1,1,1,0,8,0.31,910.5894,1130.7317,1.1,19.6894,19.8143,17.92897,-0.113709,16.325930782,100.6,34,20.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,1,0.31,5073.5776,5377.2121,0.2,19.9866,20.1133,101.403375,-0.643182,514.477889053,100.6,32,20.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,2,0.31,4383.6673,4938.0389,0.23,20.0579,20.1133,87.927138,-0.243024,385.44332327,100.3,38,21.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,3,0.31,6508.9131,6650.4756,0.15,19.7683,20.1133,128.670132,-2.245806,837.502706442,101.7,47,26.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,4,0.31,5055.2348,5659.8391,0.2,19.9979,20.1133,101.09394,-0.583682,511.053606112,100.6,47,25.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,5,0.31,5055.9079,5163.7018,0.2,20.0325,20.1133,101.282474,-0.408686,512.07485561,100.4,32,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,6,0.31,4644.4241,5176.3201,0.22,20.0265,20.1133,93.011701,-0.403149,431.98578809,100.4,49,23.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,7,0.31,6131.34,7091.2563,0.16,20.2203,20.1133,123.977611,0.655926,760.148881431,99.5,32,24.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt1-b16,16,1,0,8,0.31,5535.9356,5787.8779,0.18,19.9633,20.1133,110.515729,-0.83039,611.807960323,100.8,36,22.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,1,0.31,1353.0338,1746.7267,0.74,20.1778,19.8629,27.301216,0.426098,36.939468213,98.4,36,20.4,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,2,0.31,1478.8867,1820.4781,0.68,20.1873,19.8629,29.854689,0.479774,44.151701262,98.4,44,20.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,3,0.31,1188.3689,1722.7378,0.84,20.2988,19.8629,24.122439,0.518038,28.666356091,97.9,41,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,4,0.31,1008.8225,1750.1912,0.99,20.1031,19.8629,20.280437,0.242339,20.459361121,98.8,39,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,5,0.31,1170.7639,1594.7221,0.85,19.9474,19.8629,23.353746,0.099029,27.341723012,99.6,43,21.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,6,0.31,1056.9499,1667.7276,0.95,20.1529,19.8629,21.300634,0.306589,22.513703088,98.6,41,21.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,7,0.31,1278.3841,1633.5379,0.78,20.02,19.8629,25.59325,0.200889,32.718004441,99.2,48,20.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b1,1,2,0,8,0.31,1041.3732,1762.632,0.96,20.0804,19.8629,20.911191,0.226543,21.776354439,98.9,50,20.8,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,27,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,1,0.31,4717.6052,4887.8035,0.21,20.2422,19.852,95.494812,1.840914,450.506818473,98.1,36,23.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,2,0.31,4548.1161,5685.0777,0.22,20.282,19.852,92.244891,1.95569,419.540476674,97.9,45,22.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,3,0.31,4848.9625,4984.4628,0.21,20.2547,19.852,98.214388,1.952785,476.237877144,98.0,36,24.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,4,0.31,5077.3403,5471.4484,0.2,20.2131,19.852,102.629004,1.833645,521.082372499,98.2,35,20.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,5,0.31,4127.3326,4682.0834,0.24,20.2366,19.852,83.523092,1.587285,344.727583183,98.1,38,20.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,6,0.31,4494.6579,4492.0368,0.22,20.3511,19.852,91.471282,2.243334,411.132119461,97.5,36,22.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,7,0.31,4181.8142,4736.9891,0.24,20.0143,19.852,83.696186,0.67881,350.001903812,99.2,37,20.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt2-b16,16,2,0,8,0.31,5183.7989,5340.3697,0.19,19.8212,19.852,102.748993,-0.159783,532.630118715,100.2,34,20.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,1,0.31,243.9355,416.5953,4.1,20.0578,20.2767,4.892819,-0.05338,1.193532137,101.1,37,20.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,2,0.31,229.5275,324.5869,4.36,19.9691,20.2767,4.583456,-0.070597,1.052029514,101.5,33,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,3,0.31,294.1078,499.6081,3.4,20.0594,20.2767,5.899635,-0.063891,1.735128643,101.1,35,20.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,4,0.31,274.6702,411.063,3.64,20.2235,20.2767,5.554806,-0.01459,1.5257399,100.3,31,20.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,5,0.31,239.9539,356.3369,4.17,20.0215,20.2767,4.804233,-0.061233,1.152794367,101.3,27,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,6,0.31,266.8298,373.7505,3.75,20.1328,20.2767,5.372035,-0.038385,1.433419277,100.7,32,20.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,7,0.31,219.3703,340.6011,4.56,19.9863,20.2767,4.384401,-0.063699,0.961807534,101.5,27,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b1,1,99,0,8,0.31,240.0963,378.2468,4.15,19.9459,20.2767,4.788943,-0.07941,1.149807404,101.7,27,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,1,0.31,2657.1217,3184.1232,0.38,19.6329,19.7133,52.167115,-0.213612,138.614374955,100.4,34,21.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,2,0.31,2271.211,3307.697,0.44,19.7733,19.7133,44.909413,0.136273,101.998752507,99.7,33,20.4,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,3,0.31,2881.8812,3296.156,0.35,19.7906,19.7133,57.03423,0.222745,164.365872072,99.6,32,23.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,4,0.31,2790.6957,3221.9988,0.36,19.8168,19.7133,55.302586,0.288672,154.332689305,99.5,31,22.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,5,0.31,2428.8349,3198.6869,0.41,19.7404,19.7133,47.946134,0.065703,116.453241834,99.9,26,21.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,6,0.31,3092.1528,3387.8417,0.32,20.1765,19.7133,62.388779,1.43214,192.915635801,97.7,37,21.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,24,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,7,0.31,2557.5639,3357.3601,0.39,19.8851,19.7133,50.857523,0.439414,130.071362689,99.1,35,20.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,24,0
mobilenetv2,ort-cuda,fp32,mobilenetv2-ort-fp32-opt99-b16,16,99,0,8,0.31,2292.5002,2676.2749,0.44,19.823,19.7133,45.444301,0.25148,104.181067528,99.4,33,20.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,24,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,1,4.1,2707.0711,3003.1336,0.37,20.1453,19.7057,54.53466,1.18989,147.629202395,97.8,38,21.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,2,4.1,2902.6277,3508.0029,0.34,20.2134,19.7057,58.672001,1.473649,170.302973535,97.5,44,23.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,3,4.1,3042.3926,3383.7337,0.33,20.3954,19.7057,62.05083,2.098311,188.78298342,96.6,37,21.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,4,4.1,3064.4682,3192.2237,0.33,20.2756,19.7057,62.133794,1.74626,190.407034945,97.2,36,21.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,5,4.1,3361.1499,3704.2905,0.3,20.1877,19.7057,67.854026,1.620167,228.067552441,97.6,31,20.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,6,4.1,3555.568,3803.9898,0.28,20.2025,19.7057,71.831363,1.766355,255.401296201,97.5,40,21.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,7,4.1,3519.7546,3911.7592,0.28,20.2945,19.7057,71.431567,2.072289,251.421585495,97.1,38,21.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b1,1,0,0,8,4.1,3386.7722,3539.5442,0.3,20.4165,19.7057,69.145934,2.40717,234.181525907,96.5,34,20.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,1,4.1,30887.1869,30887.1869,0.03,19.8407,20.4087,612.821933,-17.546944,18928.345585975,102.9,46,31.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,2,4.1,28053.4307,28053.4307,0.04,20.1818,20.4087,566.169757,-6.365696,15883.004031457,101.1,49,28.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,3,4.1,34571.9944,34571.9944,0.03,20.0153,20.4087,691.967896,-13.603294,23922.710213685,102.0,55,34.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,4,4.1,32942.0068,32942.0068,0.03,19.7467,20.4087,650.497214,-21.807967,21428.683605436,103.4,46,32.9,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,5,4.1,31321.029,31321.029,0.03,19.7991,20.4087,620.128534,-19.094517,19423.063788599,103.1,45,31.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,6,4.1,30445.5489,30445.5489,0.03,19.5986,20.4087,596.690971,-24.664626,18166.584126728,104.1,51,30.4,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,7,4.1,30116.1341,30116.1341,0.03,19.9226,20.4087,599.990433,-14.642219,18069.392336021,102.4,43,30.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt0-b16,16,0,0,8,4.1,31447.3611,31447.3611,0.03,19.9533,20.4087,627.4774,-14.323931,19732.508403378,102.3,46,31.4,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,1,4.1,2516.8135,3057.249,0.4,20.0512,19.8711,50.465107,0.453226,127.011261825,99.1,42,22.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,2,4.1,2558.7258,2803.5245,0.39,20.1798,19.8711,51.634504,0.78978,132.118536528,98.5,44,20.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,3,4.1,2643.532,2829.6285,0.38,20.1936,19.8711,53.382401,0.852483,141.118088444,98.4,39,21.1,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,4,4.1,2401.9273,2590.6581,0.42,19.8093,19.8711,47.580423,-0.148542,114.284719082,100.3,41,21.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,5,4.1,2416.2085,2624.4314,0.41,20.1047,19.8711,48.577028,0.564281,117.372226629,98.8,43,21.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,6,4.1,2145.6603,2551.8841,0.47,20.1069,19.8711,43.142588,0.505933,92.569339162,98.8,42,21.5,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,7,4.1,2302.4824,3072.0083,0.43,20.2635,19.8711,46.656383,0.9035,107.425499633,98.1,37,20.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b1,1,1,0,8,4.1,2335.2096,3328.4875,0.43,20.0203,19.8711,46.751627,0.348417,109.174848684,99.3,32,21.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,1,4.1,35330.8339,35330.8339,0.03,19.978,19.7414,705.840661,8.359528,24937.93916338,98.8,56,35.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,2,4.1,38257.6444,38257.6444,0.03,19.8557,19.7414,759.632166,4.37161,29061.737299998,99.4,79,38.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,3,4.1,35995.205,35995.205,0.03,19.9632,19.7414,718.580406,7.983637,25865.449067064,98.9,62,36.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,4,4.1,32196.5765,32196.5765,0.03,19.8353,19.7414,638.628951,3.022536,20561.665896905,99.5,49,32.2,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,5,4.1,38629.5503,38629.5503,0.03,19.6559,19.7414,759.297896,-3.304612,29331.336265898,100.4,68,38.6,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,6,4.1,32285.4282,32285.4282,0.03,19.9158,19.7414,642.990806,5.630331,20759.233500641,99.1,67,32.3,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,26,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,7,4.1,32983.2611,32983.2611,0.03,20.2486,19.7414,667.866314,16.729621,22028.409037647,97.5,59,33.0,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
resnet50,ort-cuda,fp32,resnet50-ort-fp32-opt1-b16,16,1,0,8,4.1,31720.7019,31720.7019,0.03,20.2229,19.7414,641.485888,15.273918,20348.382589579,97.6,68,31.7,0,NVIDIA GeForce RTX 4090,580.105.08,210,3105,450.00,25,0
